iter	Logloss
254	0.3654702191
255	0.3652125203
256	0.3650550477
257	0.3647451877
258	0.3645268311
259	0.3643379179
260	0.3642985474
261	0.3642878391
262	0.3642539043
263	0.3642292207
264	0.3641339126
265	0.3639835968
266	0.363952817
267	0.3639233628
268	0.3638728962
269	0.3638641905
270	0.3638104861
271	0.3637841828
272	0.3636126096
273	0.3634609335
274	0.3634187142
275	0.3632523395
276	0.3631275318
277	0.362998214
278	0.3628960096
279	0.3628471444
280	0.3626725378
281	0.3625004963
282	0.3623833924
283	0.3622888382
284	0.3621567411
285	0.3619765063
286	0.3617920299
287	0.3617680954
288	0.3616512819
289	0.3615600509
290	0.3614784854
291	0.3614727398
292	0.3614657566
293	0.3612742793
294	0.361080459
295	0.3610653534
296	0.3609229552
297	0.3609208502
298	0.3608630181
299	0.3608413525
300	0.3607584108
301	0.3607139796
302	0.360570161
303	0.3605236755
304	0.3604112108
305	0.3602410103
306	0.3601710721
307	0.3600259816
308	0.3599325406
309	0.3598748296
310	0.3597778994
311	0.3597386925
312	0.3595490401
313	0.3594800499
314	0.35939935
315	0.3592709211
316	0.3591207747
317	0.3591129614
318	0.358940823
319	0.3589359717
320	0.3588028116
321	0.3587171204
322	0.3587022657
323	0.3586685345
324	0.358650203
325	0.3585751068
326	0.3583308703
327	0.3583067008
328	0.3582120484
329	0.3580371789
330	0.3580150873
331	0.3579922504
332	0.357947064
333	0.3578557197
334	0.3577758831
335	0.3575650602
336	0.3574444011
337	0.3574374599
338	0.3574307209
339	0.3574149591
340	0.357399929
341	0.3573890427
342	0.3572830896
343	0.3571680556
344	0.3571079204
345	0.3570952476
346	0.3569164238
347	0.356910158
348	0.3568112683
349	0.3568098614
350	0.3568018749
351	0.3567371326
352	0.3567214298
353	0.3566900075
354	0.3566675003
355	0.3565621659
356	0.3565141281
357	0.356415571
358	0.3562930007
359	0.3562684791
360	0.3562627741
361	0.3562447309
362	0.3561716831
363	0.3561383625
364	0.356031587
365	0.3560246254
366	0.3559130056
367	0.3558518755
368	0.3558412307
369	0.3558324604
370	0.3557042532
371	0.3556347854
372	0.3555591837
373	0.3554305802
374	0.3554141901
375	0.3551861486
376	0.3551318497
377	0.3550151801
378	0.3548705856
379	0.3547563039
380	0.3547350874
381	0.354703998
382	0.3546991221
383	0.3546935385
384	0.3546700272
385	0.3546560183
386	0.354341869
387	0.3542942024
388	0.3540802597
389	0.3540353299
390	0.3540267722
391	0.3540217734
392	0.3540171323
393	0.3540123384
394	0.3539881381
395	0.3539832549
396	0.3538752827
397	0.353796287
398	0.3537886694
399	0.3537131676
400	0.3536655915
401	0.3533877555
402	0.3533455459
403	0.3533023982
404	0.3532466415
405	0.3530289049
406	0.3530061556
407	0.3530031393
408	0.3528926265
409	0.3528399791
410	0.3528219337
411	0.352783212
412	0.3527587827
413	0.3525735803
414	0.3525590755
415	0.3525550535
416	0.3525094221
417	0.3525058527
418	0.3524453209
419	0.3524418129
420	0.3523354342
421	0.3522412905
422	0.3521312471
423	0.3520166233
424	0.3520139842
425	0.3520107695
426	0.3520084569
427	0.3519485165
428	0.3519370145
429	0.3518191395
430	0.3517548216
431	0.3516270868
432	0.3514525554
433	0.3514454058
434	0.3514019451
435	0.3513904665
436	0.3513034086
437	0.3511516823
438	0.3511418454
439	0.3510941477
440	0.3510440364
441	0.350926764
442	0.3508582738
443	0.3508556857
444	0.3508464495
445	0.3507024882
446	0.3506981276
447	0.3506836309
448	0.3506662976
449	0.3506630841
450	0.3506388458
451	0.3506290987
452	0.3505145511
453	0.3505099673
454	0.3505098291
455	0.3504432829
456	0.3504337428
457	0.3503742031
458	0.3503436082
459	0.3503340003
460	0.3502387663
461	0.3502268204
462	0.3502056814
463	0.3502026824
464	0.3501080172
465	0.3500395771
466	0.3499514141
467	0.3499392272
468	0.3498857872
469	0.3498041358
470	0.3497099698
471	0.3496504601
472	0.3495042029
473	0.3495021862
474	0.3494417906
475	0.3494059979
476	0.3493967869
477	0.3493380483
478	0.349332115
479	0.3493143189
480	0.3491848736
481	0.3491620913
482	0.349111022
483	0.3490381156
484	0.3489107014
485	0.3489047407
486	0.3488956812
487	0.3488919152
488	0.3488888869
489	0.3488871379
490	0.3488551923
491	0.3488125829
492	0.3488025282
493	0.3487723924
494	0.3487238236
495	0.3487221334
496	0.3486147237
497	0.3485341342
498	0.3485306219
499	0.3484271182
500	0.348352033
501	0.3483504298
502	0.3483471443
503	0.3483435481
504	0.3483308941
505	0.3482537232
506	0.3482008249
507	0.3481975552
508	0.3481876084
509	0.348164908
510	0.3481492892
511	0.3481220519
512	0.3481176554
513	0.3481059031
514	0.3480935946
515	0.3480285378
516	0.3480271889
517	0.3480242437
518	0.3480181152
519	0.3479987407
520	0.3479309003
521	0.3478596587
522	0.3478555125
523	0.3477810093
524	0.3477799317
525	0.3477298132
526	0.3477170484
527	0.347670285
528	0.3476312518
529	0.3476197651
530	0.3475846733
531	0.3475515021
532	0.3475452943
533	0.3474700251
534	0.3474689281
535	0.3473845969
536	0.347211864
537	0.3472028485
538	0.3471610467
539	0.3471097029
540	0.347099171
541	0.3470966305
542	0.34708716
543	0.3469710834
544	0.3469703044
545	0.3468414177
546	0.3468388811
547	0.3468328658
548	0.3468298202
549	0.3468075357
550	0.3467817969
551	0.3467758797
552	0.3467298115
553	0.3466951145
554	0.3466950024
555	0.3466151803
556	0.3466057127
557	0.3466056217
558	0.3466047922
559	0.3465111018
560	0.3465074482
561	0.3464966377
562	0.3464942057
563	0.346489809
564	0.3463840777
565	0.3463718848
566	0.3463710027
567	0.3463540846
568	0.3463330438
569	0.3462935735
570	0.3462219253
571	0.3461853003
572	0.3461470073
573	0.3461293547
574	0.3461241551
575	0.346098295
576	0.3460951817
577	0.3460790844
578	0.346025969
579	0.345962431
580	0.345758466
581	0.3457103609
582	0.3456599527
583	0.3455676513
584	0.345459058
585	0.3454078252
586	0.3453476849
587	0.3453330858
588	0.3452990921
589	0.3452944292
590	0.3452676164
591	0.3452668059
592	0.3452667366
593	0.3452586657
594	0.3451043216
595	0.3450533539
596	0.3450501292
597	0.3450372469
598	0.3450364851
599	0.3448763758
600	0.3448763393
601	0.3447915965
602	0.3447826934
603	0.3446226349
604	0.3445873033
605	0.3445812057
606	0.3445811986
607	0.3445726915
608	0.3445526446
609	0.3445165085
610	0.3445078446
611	0.3443088072
612	0.3443057233
613	0.3442921551
614	0.3442623438
615	0.344232307
616	0.3440890289
617	0.3440865343
618	0.344038078
619	0.3440330606
620	0.3440283954
621	0.3439640146
622	0.3438274207
623	0.3438231683
624	0.3438152246
625	0.3438146275
626	0.3438145217
627	0.3437909031
628	0.3437829636
629	0.3437405317
630	0.3437363189
631	0.3437357643
632	0.3435965561
633	0.3435775592
634	0.3435481629
635	0.3435403805
636	0.3435326776
637	0.3435326455
638	0.3434840769
639	0.3434839412
640	0.343402331
641	0.3434018183
642	0.3433475241
643	0.343309156
644	0.3433086455
645	0.343296277
646	0.343296144
647	0.3432949892
648	0.343195773
649	0.3431545469
650	0.3431262384
651	0.3431102146
652	0.3431080032
653	0.3430945831
654	0.3430917113
655	0.3429792678
656	0.3429782816
657	0.3429083851
658	0.3428231073
659	0.3428146807
660	0.3427334164
661	0.3427064966
662	0.3426311272
663	0.3426200277
664	0.3426179455
665	0.342569117
666	0.3425686044
667	0.3425620698
668	0.3425615682
669	0.3424908553
670	0.3422222788
671	0.3422209702
672	0.3422134317
673	0.3422129954
674	0.3422125714
675	0.342128254
676	0.3421254992
677	0.3421191323
678	0.3420761376
679	0.3420578552
680	0.3420181355
681	0.3419590141
682	0.3419173914
683	0.3419169968
684	0.3419011502
685	0.3418691981
686	0.3418688105
687	0.3418684339
688	0.3417628156
689	0.3416503615
690	0.3416433942
691	0.3416409825
692	0.3416295277
693	0.341539204
694	0.3415122986
695	0.3414866511
696	0.3414799744
697	0.3414411644
698	0.3414157563
699	0.3414133337
700	0.3413697111
701	0.3413693913
702	0.3413629751
703	0.3413482761
704	0.341347994
705	0.3413391443
706	0.3413284704
707	0.3412877855
708	0.3412744531
709	0.3412620523
710	0.3412617217
711	0.341249209
712	0.3411966314
713	0.3410178252
714	0.3409385701
715	0.340909496
716	0.3409023196
717	0.3409014173
718	0.3409012138
719	0.3408948095
720	0.3408882979
721	0.3407431646
722	0.3407134462
723	0.3407019206
724	0.3406709106
725	0.3406705663
726	0.3406327506
727	0.3406323962
728	0.3406320518
729	0.3406287336
730	0.3405919339
731	0.3405613823
732	0.3405470662
733	0.3405461822
734	0.3405267104
735	0.3404213625
736	0.340398001
737	0.3403666431
738	0.340352698
739	0.3402128203
740	0.3401845644
741	0.340182306
742	0.3401378655
743	0.3400919635
744	0.3400597808
745	0.3400140601
746	0.3400083236
747	0.339890663
748	0.3398906622
749	0.3398572905
750	0.3398526188
751	0.3398500172
752	0.3398416263
753	0.3398358424
754	0.3398308085
755	0.3398296537
756	0.3398215756
757	0.3398200244
758	0.3397941691
759	0.3397077158
760	0.3397003235
761	0.3397000896
762	0.3396964784
763	0.3393967179
764	0.3393946365
765	0.3393552578
766	0.3393499405
767	0.3393465129
768	0.3393447805
769	0.3393402976
770	0.3393368892
771	0.3392355556
772	0.3392308755
773	0.3392305845
774	0.3392305842
775	0.3391455742
776	0.3391263813
777	0.3391141584
778	0.3391108807
779	0.3390830257
780	0.3389682152
781	0.3389655933
782	0.3389635763
783	0.3389527669
784	0.3389525321
785	0.3389091507
786	0.3389069346
787	0.3388267279
788	0.3388111108
789	0.338809422
790	0.3386109817
791	0.3386059999
792	0.3385712832
793	0.338492297
794	0.3384304487
795	0.3383200089
796	0.3383114632
797	0.338311126
798	0.3383066231
799	0.3382916911
800	0.3382685377
801	0.3382338161
802	0.3382226393
803	0.3382216638
804	0.3382200038
805	0.3382162451
806	0.3381776476
807	0.3381449768
808	0.3381191524
809	0.3381187636
810	0.3381174078
811	0.3380748621
812	0.338074691
813	0.3380593865
814	0.3380589893
815	0.3380129977
816	0.3380128341
817	0.3380111921
818	0.3380110227
819	0.3379990051
820	0.3379975328
821	0.3379081782
822	0.3379079998
823	0.3378545802
824	0.3378539809
825	0.3378368614
826	0.3378145992
827	0.3377507619
828	0.3377216868
829	0.3377215023
830	0.3376828263
831	0.3375855148
832	0.3375070595
833	0.3374984489
834	0.3374982485
835	0.3374980536
836	0.3374755119
837	0.3374668859
838	0.3374667236
839	0.3374634694
840	0.3374603374
841	0.3374130467
842	0.3374047755
843	0.337404607
844	0.3373305743
845	0.3373245093
846	0.3373197868
847	0.3373169384
848	0.3373137687
849	0.3372953749
850	0.3372730752
851	0.3372704713
852	0.337174774
853	0.3371743996
854	0.3371704655
855	0.3371630039
856	0.3371469496
857	0.3371145622
858	0.3371122804
859	0.3370638893
860	0.3370589961
861	0.3370588029
862	0.3370020493
863	0.3369393312
864	0.3369190062
865	0.3369055401
866	0.3368580694
867	0.3368230801
868	0.3368110814
869	0.3366814155
870	0.336681106
871	0.3366535936
872	0.3366532697
873	0.3366306802
874	0.3366304804
875	0.3365801412
876	0.3365407806
877	0.3365083568
878	0.3364978609
879	0.3364942698
880	0.3364727997
881	0.3364313936
882	0.3364265329
883	0.3364096273
884	0.3363938941
885	0.3363901829
886	0.3363901816
887	0.3363900016
888	0.3363888151
889	0.3363463689
890	0.3363445636
891	0.3363443774
892	0.336313806
893	0.3363027515
894	0.3362898044
895	0.3362423486
896	0.3362194955
897	0.3361967019
898	0.3361875375
899	0.336115573
900	0.3361128491
901	0.3361120591
902	0.3360689828
903	0.3360677623
904	0.3360603602
905	0.3359325366
906	0.3359150933
907	0.3359052826
908	0.335869325
909	0.3358480763
910	0.3357783344
911	0.3357430034
912	0.3357244353
913	0.3357241725
914	0.3357066749
915	0.3356870032
916	0.3356845325
917	0.3356544311
918	0.3356495209
919	0.3356495197
920	0.3356483114
921	0.3356290821
922	0.335628911
923	0.3356083163
924	0.3355598403
925	0.3355559676
926	0.3355521247
927	0.3355290521
928	0.3355261688
929	0.3354485513
930	0.3354280121
931	0.3353900893
932	0.3353712481
933	0.3353691361
934	0.3353490963
935	0.3353280224
936	0.3351833198
937	0.3351798123
938	0.3351384307
939	0.3351354942
940	0.3351352878
941	0.3351270221
942	0.33510643
943	0.3351020053
944	0.3350909252
945	0.3350881566
946	0.3350626287
947	0.3350257836
948	0.3350252203
949	0.3350077415
950	0.3350029396
951	0.3349994603
952	0.3349760183
953	0.3349268129
954	0.3349266012
955	0.3349113648
956	0.3348869366
957	0.3348844476
958	0.3347167369
959	0.334714857
960	0.3347106369
961	0.3347083042
962	0.3347065939
963	0.3347063795
964	0.3346251047
965	0.3346013633
966	0.3345477695
967	0.334543323
968	0.3345256474
969	0.3345229731
970	0.3345227769
971	0.3345192064
972	0.3345185134
973	0.3344410381
974	0.3344343597
975	0.3344029719
976	0.3343905848
977	0.3343053108
978	0.3342964466
979	0.3342922971
980	0.3342894062
981	0.3342808757
982	0.3342613948
983	0.3342412251
984	0.3342125143
985	0.3341996828
986	0.334170225
987	0.3341699296
988	0.3341498325
989	0.3340605713
990	0.3340487554
991	0.3340446633
992	0.3340415923
993	0.3339858098
994	0.3339857155
995	0.3339335526
996	0.3339333274
997	0.3339314091
998	0.3339185156
999	0.333841312
